election_year,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,AYAN MANDAL,Male,30,GEN,AITC,Flowers and Grass,1717,4,1721,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,Male,52,GEN,INC,Hand,95249,59,95308,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,PRAKASH MINJ,Male,43,SC,BSP,Elephant,2478,8,2486,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,VISHAL JOLLY,Male,46,GEN,BJP,Lotus,93772,129,93901,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,SANJAY MESHACK,Male,49,GEN,AAAP,Broom,2837,2,2839,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,C G SAJI KUMAR,Male,48,GEN,AINHCP,Tractor Chalata Kisan,212,0,212,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,K KALIMUTHU,Male,66,GEN,IND,Television,269,6,275,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,V V KHALID,Male,51,GEN,IND,Basket containing Fruits,305,1,306,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GOUR CHANDRA MAJUMDER,Male,51,GEN,IND,Auto- Rickshaw,221,0,221,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,PARITOSH KUMAR HALDAR,Male,61,GEN,IND,Helicopter,5339,2,5341,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,MINATI BISWAS,Female,51,GEN,IND,Camera,615,3,618,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,C U RASHEED,Male,34,GEN,IND,Battery Torch,272,1,273,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,K VENKAT RAM BABU,Male,45,GEN,IND,Glass Tumbler,914,0,914,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,S SUDERSHAN RAO,Male,58,GEN,IND,Boat with Man and Sail,475,0,475,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,HENRY,Male,50,GEN,IND,COCONUT FARM,994,0,994,318471
2019,Andaman & Nicobar Islands,Andaman & Nicobar Islands,NOTA,,,,NOTA,NOTA,1411,1,1412,318471
2019,Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,Male,72,ST,TDP,Bicycle,336163,1938,338101,1451418
2019,Andhra Pradesh,Aruku ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,Male,54,ST,BJP,Lotus,17578,289,17867,1451418
2019,Andhra Pradesh,Aruku ,GODDETI. MADHAVI,Female,26,ST,YSRCP,Ceiling Fan,557561,4629,562190,1451418
2019,Andhra Pradesh,Aruku ,SHRUTI DEVI VYRICHERLA,Female,46,ST,INC,Hand,17656,74,17730,1451418
2019,Andhra Pradesh,Aruku ,GANGULAIAH VAMPURU.,Male,49,ST,JnP,Glass Tumbler,42245,549,42794,1451418
2019,Andhra Pradesh,Aruku ,SWAMULA. SUBRAHMANYAM,Male,50,ST,JAJGP,Mike,4705,5,4710,1451418
2019,Andhra Pradesh,Aruku ,ANUMULA VAMSIKRISHNA,Male,41,ST,IND,Helicopter,10211,29,10240,1451418
2019,Andhra Pradesh,Aruku ,KANGALA BALUDORA,Male,61,ST,IND,Cup & Saucer,13810,16,13826,1451418
2019,Andhra Pradesh,Aruku ,NARAVA SATYAVATHI,Female,37,ST,IND,Bangles,11231,5,11236,1451418
2019,Andhra Pradesh,Aruku ,BIDDIKA RAMAYYA.,Male,57,ST,IND,Battery Torch,7863,4,7867,1451418
2019,Andhra Pradesh,Aruku ,NOTA,,,,NOTA,NOTA,47955,22,47977,1451418
2019,Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,Male,32,GEN,TDP,Bicycle,529213,5331,534544,1553860
2019,Andhra Pradesh,Srikakulam,DOLA JAGAN,Male,53,GEN,INC,Hand,13456,289,13745,1553860
2019,Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,Male,52,GEN,YSRCP,Ceiling Fan,520931,6960,527891,1553860
2019,Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,Male,58,GEN,BJP,Lotus,7357,1033,8390,1553860
2019,Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,Male,37,GEN,PPOI,FLUTE,1441,7,1448,1553860
2019,Andhra Pradesh,Srikakulam,METTA RAMARAO,Male,53,GEN,JnP,Glass Tumbler,31319,637,31956,1553860
2019,Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,Male,44,GEN,IND,Electric Pole,4829,7,4836,1553860
2019,Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,Male,35,GEN,IND,Helicopter,5151,5,5156,1553860
2019,Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Male,33,GEN,IND,Football,3814,4,3818,1553860
2019,Andhra Pradesh,Srikakulam,NOTA,,,,NOTA,NOTA,25500,45,25545,1553860
2019,Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,Male,67,GEN,TDP,Bicycle,527307,3075,530382,1503980
2019,Andhra Pradesh,Vizianagaram,Adiraju Yedla,Male,52,GEN,INC,Hand,15607,118,15725,1503980
2019,Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,Male,57,GEN,YSRCP,Ceiling Fan,573466,4952,578418,1503980
2019,Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,Male,60,GEN,BJP,Lotus,6902,364,7266,1503980
2019,Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,Male,55,GEN,SAPRP,Electric Pole,4981,2,4983,1503980
2019,Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,Male,28,GEN,ACP,Tooth Brush,1261,2,1263,1503980
2019,Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,Male,39,GEN,JnP,Glass Tumbler,33779,413,34192,1503980
2019,Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,Male,39,GEN,JAJGP,Mike,787,4,791,1503980
2019,Andhra Pradesh,Vizianagaram,Surya Bhavani. K,Female,38,GEN,PPOI,FLUTE,822,8,830,1503980
2019,Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,Male,37,SC,IND,Gas Cylinder,1010,0,1010,1503980
2019,Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,Male,29,GEN,IND,Matchbox,1172,4,1176,1503980
2019,Andhra Pradesh,Vizianagaram,Pentapati Rajesh,Male,39,GEN,IND,Battery Torch,1461,1,1462,1503980
2019,Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,Male,47,GEN,IND,Coat,4550,3,4553,1503980
2019,Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,Male,52,GEN,IND,Sitar,6336,2,6338,1503980
2019,Andhra Pradesh,Vizianagaram,NOTA,,,,NOTA,NOTA,29468,33,29501,1503980
2019,Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,Female,58,GEN,BJP,Lotus,33430,462,33892,1829300
2019,Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,Female,48,GEN,INC,Hand,14550,83,14633,1829300
2019,Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,Male,29,GEN,TDP,Bicycle,431093,1399,432492,1829300
2019,Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,Male,52,GEN,YSRCP,Ceiling Fan,433968,2938,436906,1829300
2019,Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,Male,46,SC,VCK,Stool,3027,1,3028,1829300
2019,Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,Male,30,GEN,PPOI,FLUTE,1622,5,1627,1829300
2019,Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,Male,53,GEN,JnP,Glass Tumbler,287072,1802,288874,1829300
2019,Andhra Pradesh,Visakhapatnam,ANMISH VARMA,Male,26,GEN,IND,Bat,1904,11,1915,1829300
2019,Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,Female,44,GEN,IND,DIAMOND,1384,0,1384,1829300
2019,Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,Female,48,GEN,IND,Mike,1155,3,1158,1829300
2019,Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,Male,76,GEN,IND,COCONUT FARM,1127,1,1128,1829300
2019,Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,Male,70,GEN,IND,Ganna Kisan,1311,2,1313,1829300
2019,Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,Male,51,GEN,IND,Letter Box,2463,1,2464,1829300
2019,Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,Male,40,GEN,IND,Gas Cylinder,2294,0,2294,1829300
2019,Andhra Pradesh,Visakhapatnam,NOTA,,,,NOTA,NOTA,16626,20,16646,1829300
2019,Andhra Pradesh,Anakapalli,ADARI ANAND KUMAR,Male,43,GEN,TDP,Bicycle,495381,1653,497034,1521363
2019,Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),Male,65,GEN,BJP,Lotus,12888,388,13276,1521363
2019,Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,Female,52,GEN,YSRCP,Ceiling Fan,583210,3016,586226,1521363
2019,Andhra Pradesh,Anakapalli,Ruthala Srirama Murthy,Male,49,GEN,INC,Hand,10072,49,10121,1521363
2019,Andhra Pradesh,Anakapalli,P.S.AJAY KUMAR,Male,57,GEN,CPI(ML)(L),Flag with Three Stars,2708,8,2716,1521363
2019,Andhra Pradesh,Anakapalli,K B SWAROOP,Male,51,GEN,JAJGP,Mike,1615,6,1621,1521363
2019,Andhra Pradesh,Anakapalli,Chintala Partha Sarathi,Male,56,GEN,JnP,Glass Tumbler,82126,462,82588,1521363
2019,Andhra Pradesh,Anakapalli,Taadi Veera Jagadeeshwari,Female,65,GEN,PPOI,FLUTE,1801,2,1803,1521363
2019,Andhra Pradesh,Anakapalli,Vadlamuri Krishna Swaroop,Male,46,SC,DABAP,Cup & Saucer,4443,1,4444,1521363
2019,Andhra Pradesh,Anakapalli,Appala Naidu Tummagunta,Male,37,GEN,IND,Laptop,3760,5,3765,1521363
2019,Andhra Pradesh,Anakapalli,NOTA,,,,NOTA,NOTA,34877,20,34897,1521363
2019,Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,Male,49,GEN,TDP,Bicycle,508361,3531,511892,1563930
2019,Andhra Pradesh,Kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),Male,66,GEN,INC,Hand,8601,39,8640,1563930
2019,Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),Male,46,GEN,BJP,Lotus,9456,140,9596,1563930
2019,Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,Female,55,GEN,YSRCP,Ceiling Fan,534655,2975,537630,1563930
2019,Andhra Pradesh,Kakinada,APPALAKONDA VANGALAPUDI,Male,28,SC,MPP,Telephone,2997,0,2997,1563930
2019,Andhra Pradesh,Kakinada,B. GEETHA,Female,34,GEN,PRSHP,Helicopter,1687,1,1688,1563930
2019,Andhra Pradesh,Kakinada,GODUGU SATYANARAYANA,Male,40,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724,1563930
2019,Andhra Pradesh,Kakinada,JYOTHULA VENKATESWARA RAO,Male,62,GEN,JnP,Glass Tumbler,132124,524,132648,1563930
2019,Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,Male,49,SC,AINPP,Boat with Man and Sail,980,0,980,1563930
2019,Andhra Pradesh,Kakinada,PEDDIMSETTI. VENKATESWARARAO,Male,46,GEN,JAJGP,Mike,812,3,815,1563930
2019,Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,Male,56,GEN,AIFB,Lion,1012,2,1014,1563930
2019,Andhra Pradesh,Kakinada,SATHI VEERALAKSHMI,Female,38,GEN,PPOI,FLUTE,1117,2,1119,1563930
2019,Andhra Pradesh,Kakinada,ANKADI SATHIBABU,Male,45,GEN,IND,Basket containing Fruits,1381,0,1381,1563930
2019,Andhra Pradesh,Kakinada,KAKILETI RAVINDRA,Male,41,SC,IND,Electric Pole,3325,2,3327,1563930
2019,Andhra Pradesh,Kakinada,MEDISETTI VIJAYA KUMAR,Male,53,GEN,IND,COCONUT FARM,2051,0,2051,1563930
2019,Andhra Pradesh,Kakinada,NOTA,,,,NOTA,NOTA,17117,36,17153,1563930
2019,Andhra Pradesh,Amalapuram ,AYYAJI VEMA MANEPALLI,Male,58,SC,BJP,Lotus,11376,158,11534,1459556
2019,Andhra Pradesh,Amalapuram ,GANTI HARISH MADHUR (BALAYOGI),Male,28,SC,TDP,Bicycle,443590,2573,446163,1459556
2019,Andhra Pradesh,Amalapuram ,CHINTA ANURADHA,Female,46,SC,YSRCP,Ceiling Fan,482003,3955,485958,1459556
2019,Andhra Pradesh,Amalapuram ,JANGA GOUTHAM,Male,49,SC,INC,Hand,7849,38,7887,1459556
2019,Andhra Pradesh,Amalapuram ,CHELLE RAJANI,Male,30,SC,JAJGP,Mike,1231,0,1231,1459556
2019,Andhra Pradesh,Amalapuram ,PANTHAGADA VIJAYA CHAKRAVARTHY,Male,65,SC,RPI(KH),Gas Cylinder,1804,0,1804,1459556
2019,Andhra Pradesh,Amalapuram ,MURALIKRISHNA KANDERI,Male,41,SC,IPBP,Trumpet,1803,1,1804,1459556
2019,Andhra Pradesh,Amalapuram ,MORTHA SIVA RAMA KRISHNA,Male,29,SC,PPOI,FLUTE,1950,4,1954,1459556
2019,Andhra Pradesh,Amalapuram ,D M R SEKHAR,Male,59,SC,JnP,Glass Tumbler,253740,1577,255317,1459556
2019,Andhra Pradesh,Amalapuram ,REVU SUDHAKAR,Male,34,SC,IND,Gas Stove,2774,1,2775,1459556
2019,Andhra Pradesh,Amalapuram ,NOTA,,,,NOTA,NOTA,16427,41,16468,1459556
2019,Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,Male,55,GEN,INC,Hand,12678,47,12725,1534256
2019,Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,Male,47,GEN,BJP,Lotus,12165,169,12334,1534256
2019,Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,Female,45,GEN,TDP,Bicycle,459100,1290,460390,1534256
2019,Andhra Pradesh,Rajahmundry,MARGANI BHARAT,Male,36,GEN,YSRCP,Ceiling Fan,578471,3553,582024,1534256
2019,Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,Male,55,GEN,JnP,Glass Tumbler,155164,643,155807,1534256
2019,Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,Male,60,GEN,APoI,Coat,1752,5,1757,1534256
2019,Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,Male,59,GEN,JAJGP,Mike,1034,1,1035,1534256
2019,Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Male,50,GEN,RPC(S),Ring,994,2,996,1534256
2019,Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Male,50,GEN,PPOI,FLUTE,1156,5,1161,1534256
2019,Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,Male,33,SC,IND,Air Conditioner,1242,0,1242,1534256
2019,Andhra Pradesh,Rajahmundry,KOLLAPU VENU,Male,41,SC,IND,Electric Pole,2868,1,2869,1534256
2019,Andhra Pradesh,Rajahmundry,NOTA,,,,NOTA,NOTA,18064,23,18087,1534256
2019,Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,Male,71,GEN,INC,Hand,13809,132,13941,1439691
2019,Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,Male,57,GEN,YSRCP,Ceiling Fan,444376,4858,449234,1439691
2019,Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,Male,59,GEN,BJP,Lotus,12154,260,12414,1439691
2019,Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),Male,48,GEN,TDP,Bicycle,414547,2011,416558,1439691
2019,Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,Male,63,GEN,NVSP,Gas Cylinder,4284,2,4286,1439691
2019,Andhra Pradesh,Narsapuram,GANJI PURNIMA,Female,36,GEN,RPI(A),Apple,867,2,869,1439691
2019,Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,Male,52,GEN,MCPI,COMPUTER,583,0,583,1439691
2019,Andhra Pradesh,Narsapuram,G S RAJU,Male,51,GEN,SP,Tractor Chalata Kisan,3468,3,3471,1439691
2019,Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,Male,32,GEN,IPBP,Trumpet,1603,0,1603,1439691
2019,Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,Male,59,GEN,PPOI,FLUTE,2201,9,2210,1439691
2019,Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,Male,58,GEN,JnP,Glass Tumbler,249188,1614,250802,1439691
2019,Andhra Pradesh,Narsapuram,K.A.PAUL,Male,55,GEN,PRSHP,Helicopter,3027,19,3046,1439691
2019,Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,Male,48,SC,IND,T.V. Remote,1275,0,1275,1439691
2019,Andhra Pradesh,Narsapuram,NALLI RAJESH,Male,36,SC,IND,Electric Pole,2651,2,2653,1439691
2019,Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,Male,44,GEN,IND,Road Roller,2681,3,2684,1439691
2019,Andhra Pradesh,Narsapuram,NOTA,,,,NOTA,NOTA,12074,35,12109,1439691
2019,Andhra Pradesh,Eluru ,KOTAGIRI SRIDHAR,Male,46,GEN,YSRCP,Ceiling Fan,672834,3975,676809,1594950
2019,Andhra Pradesh,Eluru ,CHINNAM RAMA KOTAYYA,Male,58,GEN,BJP,Lotus,8317,95,8412,1594950
2019,Andhra Pradesh,Eluru ,JETTI GURUNADHA RAO,Male,55,GEN,INC,Hand,20284,94,20378,1594950
2019,Andhra Pradesh,Eluru ,MAGANTTI VENKATESWARA RAO BABU,Male,59,GEN,TDP,Bicycle,509549,1335,510884,1594950
2019,Andhra Pradesh,Eluru ,CHINA VENKATA SURYANARAYANA JOSYULA,Male,62,GEN,PPOI,FLUTE,2932,3,2935,1594950
2019,Andhra Pradesh,Eluru ,PENTAPATI PULLARAO,Male,71,GEN,JnP,Glass Tumbler,76481,346,76827,1594950
2019,Andhra Pradesh,Eluru ,MATHE. BOBBY,Male,29,SC,RPI(A),Sewing Machine,1871,8,1879,1594950
2019,Andhra Pradesh,Eluru ,V. SIVA RAMA KRISHNA,Male,55,GEN,JAJGP,Mike,1261,0,1261,1594950
2019,Andhra Pradesh,Eluru ,ALAGA. RAVI KUMAR,Male,49,SC,IND,Apple,1648,0,1648,1594950
2019,Andhra Pradesh,Eluru ,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),Male,46,SC,IND,Helmet,3010,0,3010,1594950
2019,Andhra Pradesh,Eluru ,NOTA,,,,NOTA,NOTA,23861,19,23880,1594950
2019,Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,Male,68,GEN,TDP,Bicycle,509887,2725,512612,1473347
2019,Andhra Pradesh,Machilipatnam ,GUDIVAKA RAMANJANEYULU (ANJI BABU),Male,35,GEN,BJP,Lotus,6374,107,6481,1473347
2019,Andhra Pradesh,Machilipatnam ,GOLLU KRISHNA,Male,55,GEN,INC,Hand,12233,77,12310,1473347
2019,Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,Male,50,GEN,YSRCP,Ceiling Fan,567592,5258,572850,1473347
2019,Andhra Pradesh,Machilipatnam ,PERAM SIVA NAGESWARA RAO,Male,51,GEN,RPI(A),Gas Stove,3625,2,3627,1473347
2019,Andhra Pradesh,Machilipatnam ,BANDREDDI RAMAKRISHNA,Male,44,GEN,JnP,Glass Tumbler,112566,876,113442,1473347
2019,Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHANA RAO,Male,56,GEN,BAHUMP,Whistle,1016,1,1017,1473347
2019,Andhra Pradesh,Machilipatnam ,VALLURU VENKATESWARA RAO,Male,66,GEN,PPOI,FLUTE,824,2,826,1473347
2019,Andhra Pradesh,Machilipatnam ,GANDHI DHANEKULA,Male,70,GEN,IND,Almirah,846,0,846,1473347
2019,Andhra Pradesh,Machilipatnam ,NADAKUDITI NAGA GAYATHRI,Female,38,GEN,IND,Ganna Kisan,772,2,774,1473347
2019,Andhra Pradesh,Machilipatnam ,G. V. N. BASAVA RAO,Male,26,GEN,IND,Bat,894,1,895,1473347
2019,Andhra Pradesh,Machilipatnam ,VIJAYA LAKSHMI CHALAPAKA,Female,39,GEN,IND,Tractor Chalata Kisan,4776,13,4789,1473347
2019,Andhra Pradesh,Machilipatnam ,NOTA,,,,NOTA,NOTA,14067,34,14101,1473347
2019,Andhra Pradesh,Vijayawada,KILARU DILEEP,Male,48,GEN,BJP,Lotus,18411,93,18504,1652994
2019,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Male,53,GEN,TDP,Bicycle,573929,1569,575498,1652994
2019,Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,Male,58,GEN,INC,Hand,16204,57,16261,1652994
2019,Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),Male,48,GEN,YSRCP,Ceiling Fan,564174,2598,566772,1652994
2019,Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,Male,49,SC,IPBP,Trumpet,2457,0,2457,1652994
2019,Andhra Pradesh,Vijayawada,DATLA LURDU MARY,Female,43,SC,MPP,Telephone,433,1,434,1652994
2019,Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,Male,62,GEN,NRCP,Scissors,480,0,480,1652994
2019,Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,Male,66,GEN,JnP,Glass Tumbler,81416,234,81650,1652994
2019,Andhra Pradesh,Vijayawada,SEKHAR,Male,31,GEN,PPOI,FLUTE,683,2,685,1652994
2019,Andhra Pradesh,Vijayawada,Sk. Riyaz,Male,31,GEN,IUML,Ladder,412,0,412,1652994
2019,Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,Male,39,GEN,IND,Chappals,1049,0,1049,1652994
2019,Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,Male,70,GEN,IND,Whistle,687,1,688,1652994
2019,Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,Female,43,GEN,IND,Bat,951,2,953,1652994
2019,Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,Male,60,GEN,IND,Helicopter,1739,0,1739,1652994
2019,Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,Male,47,GEN,IND,Battery Torch,1218,0,1218,1652994
2019,Andhra Pradesh,Vijayawada,NOTA,,,,NOTA,NOTA,8889,22,8911,1652994
2019,Andhra Pradesh,Guntur,Jayadev Galla,Male,53,GEN,TDP,Bicycle,586292,1626,587918,1706119
2019,Andhra Pradesh,Guntur,Jayaprakash Narayana Valluru,Male,44,GEN,BJP,Lotus,11667,174,11841,1706119
2019,Andhra Pradesh,Guntur,Modugula Venugopala Reddy,Male,52,GEN,YSRCP,Ceiling Fan,580840,2873,583713,1706119
2019,Andhra Pradesh,Guntur,Shaik Mastanvali,Male,53,GEN,INC,Hand,14124,81,14205,1706119
2019,Andhra Pradesh,Guntur,Araveti Hazarath Rao,Male,68,GEN,PPOI,FLUTE,808,2,810,1706119
2019,Andhra Pradesh,Guntur,Ullagi David Jayakumar (Dr. D J Kumar),Male,61,GEN,HMRD,Gift Pack,447,0,447,1706119
2019,Andhra Pradesh,Guntur,Jeldi Raja Mohan,Male,61,SC,AINPP,Boat with Man and Sail,437,0,437,1706119
2019,Andhra Pradesh,Guntur,Nagaraju Ekula,Male,42,SC,RPI(A),Laptop,920,0,920,1706119
2019,Andhra Pradesh,Guntur,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),Male,50,GEN,JnP,Glass Tumbler,128746,459,129205,1706119
2019,Andhra Pradesh,Guntur,Mannava Hariprasad,Male,55,GEN,CPIM,Tractor Chalata Kisan,3212,4,3216,1706119
2019,Andhra Pradesh,Guntur,Ramarao Simhadri,Male,41,GEN,PRSHP,Helicopter,1744,2,1746,1706119
2019,Andhra Pradesh,Guntur,N. J. Vidyasagar,Male,51,SC,VCK,Stool,639,2,641,1706119
2019,Andhra Pradesh,Guntur,Sarabandi Raju Sikhinam,Male,35,SC,ILP(AP),BUCKET,1015,2,1017,1706119
2019,Andhra Pradesh,Guntur,Shaik Jaleel,Male,43,GEN,NRCP,Scissors,560,3,563,1706119
2019,Andhra Pradesh,Guntur,Samudrala Chinna Kotaiah,Male,41,SC,NDDHP,Battery Torch,628,0,628,1706119
2019,Andhra Pradesh,Guntur,Umar Basha Shaik,Male,29,GEN,IND,Almirah,2676,0,2676,1706119
2019,Andhra Pradesh,Guntur,Dasari Kiran Babu,Male,37,SC,IND,Whistle,2907,2,2909,1706119
2019,Andhra Pradesh,Guntur,Doppalapudi Veera Das,Male,60,SC,IND,Gas Cylinder,629,0,629,1706119
2019,Andhra Pradesh,Guntur,Y. V. Suresh,Male,50,GEN,IND,Baby Walker,1947,0,1947,1706119
2019,Andhra Pradesh,Guntur,NOTA,,,,NOTA,NOTA,5972,34,6006,1706119
2019,Andhra Pradesh,Narasaraopet,KANNA LAKSHMI NARAYANA,Male,64,GEN,BJP,Lotus,15255,231,15486,1670391
2019,Andhra Pradesh,Narasaraopet,PAKKALA SURIBABU,Male,60,GEN,INC,Hand,10977,56,11033,1670391
2019,Andhra Pradesh,Narasaraopet,RAYAPATI SAMBASIVARAO,Male,75,GEN,TDP,Bicycle,589344,2211,591555,1670391
2019,Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,Male,35,GEN,YSRCP,Ceiling Fan,740509,5048,745557,1670391
2019,Andhra Pradesh,Narasaraopet,ALLU VENKATAREDDY,Male,49,GEN,PPOI,FLUTE,2890,4,2894,1670391
2019,Andhra Pradesh,Narasaraopet,KANAKAM SRINIVASARAO,Male,40,GEN,NNKP,Plastering Trowel,883,4,887,1670391
2019,Andhra Pradesh,Narasaraopet,NAYUB KAMAL SHAIK,Male,52,GEN,JnP,Glass Tumbler,50713,295,51008,1670391
2019,Andhra Pradesh,Narasaraopet,SURABHI DEVASAHAYAM,Male,46,SC,IUML,Ladder,418,0,418,1670391
2019,Andhra Pradesh,Narasaraopet,KANTE SAYANNA,Male,40,GEN,IND,Apple,364,1,365,1670391
2019,Andhra Pradesh,Narasaraopet,GADDALA VENU,Male,28,SC,IND,Laptop,619,3,622,1670391
2019,Andhra Pradesh,Narasaraopet,DURGAMPUDI RAMIREDDY,Male,66,GEN,IND,Helicopter,2684,1,2685,1670391
2019,Andhra Pradesh,Narasaraopet,PARIMI NARASIMHA RAO,Male,32,GEN,IND,Bat,998,2,1000,1670391
2019,Andhra Pradesh,Narasaraopet,REDDYBOINA PRASANNA KUMAR,Male,50,SC,IND,Air Conditioner,1382,1,1383,1670391
2019,Andhra Pradesh,Narasaraopet,NOTA,,,,NOTA,NOTA,12489,38,12527,1670391
2019,Andhra Pradesh,Bapatla ,CHALLAGALI KISHORE KUMAR,Male,43,SC,BJP,Lotus,9842,509,10351,1468671
2019,Andhra Pradesh,Bapatla ,K. DEVANAND,Male,64,SC,BSP,Elephant,42262,318,42580,1468671
